HF Code,HF Name,Province,District,Palika,Ward,Authority-Level,Authority,Ownership,Facility Level
3060805582,BUDDHA DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805592,CAPITAL ORAL DENTAL HOSPITAL & RESEARCH CENTRE_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,9,,Non-Government,Private Enterprise,
3060805602,CAPITAL ORAL DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,9,,Non-Government,Private Enterprise,
3060805612,HIMAL DENTAL HOSPITAL & INST. OF DENTAL SCIENCE_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,7,,Non-Government,Private Enterprise,
3060805622,HIMAL DENTAL HOSPITAL CHABHIL KATHMANDU_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805632,KATHMANDU ENT HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805642,KATHMANDU MODERN DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,13,,Non-Government,Private Enterprise,
3060805652,LAV KUSH DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,29,,Non-Government,Private Enterprise,
3060805662,LOKHIT DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,11,,Non-Government,Private Enterprise,
3060805672,NATIONAL DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,3,,Non-Government,Private Enterprise,
3060805682,OM SAMAJ DENTAL HOSPITAL,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805692,OM SAMAJ DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805702,PASHUPAL DENTAL CARE HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,9,,Non-Government,Private Enterprise,
3060805712,RASTRIYA NAMUNA DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805722,SAMAJ DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,6,,Non-Government,Private Enterprise,
3060805732,SWASTIK DENTAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805742,AISHWARYA MEDICAL CENTER PVT .LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805752,AKABER MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805762,AKASH BHAIRAB MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805772,AL KHALEEJ MEDICAL CENTRE_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805782,ALIVE CLINIC,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805792,AMILA CLINIC PVT.,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805802,AMITABHA BAUDHA MEDICAL CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805812,ANAMOL MEDICAL CENTRE AND POLYCLINIC_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805822,ARADHANA HEALTH CARE CENTER,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805832,ARUN MEDICAL CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805842,ASIAN MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805852,ASIAN RAYS MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805862,ASIANMEDICAL CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805872,BABA MADICAL CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805882,BINDUBASINI MEDICAL &RESEARCH CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805892,BRIGHT MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805902,BUDDHA INTERNATIONAL MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805912,CAPITAL MEDICAL CENTER,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805922,CHIRAYU NATIONAL HEALTH & RESEARCH CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,Poly Clinic
3060805932,D & K TREATMENT CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805942,DHANESHOR SWASTHYA CLINIC,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805952,DHORPATAN MEDICAL CENTRE PVT_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805962,DYNAMIC MEDICAL CENTER & POLYCLINIC PVT _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805972,DYNASTY MEDICAL CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805982,EKATA MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060805992,ENT CARE CENTER NEPAL PVT. LTD _ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806002,EON MEDICAL &RESEARCH CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806012,FAMILY CARE CLINIC,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806022,GLOBAL MEDICAL CENTRE PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806032,GLORY MEDICAL CENTER_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806042,GOLF SPRING MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806052,GORKHA GANDAKI SWASTHYA CLINIC_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806062,GORKHALI CLINIC_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806072,GREEN MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806082,GURUDEV MEDICAL CENTER_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806092,HEALTHY LIFE INTERNATIONAL MEDICAL CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806102,HEART CLINIC _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806112,HELPING HEALTH MEDICAL CENTER PVT_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806122,HIMAL INTERNATIONAL MEDICAL CENTER PVT LTD _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806132,INTERNATIONAL QUALITY HEALTH CARE CENTER,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806142,JAGARAN CLINIC (P.) LTD,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806152,JAMES INTERNATIONAL & TRAVEL MEDICINE CLINIC_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806162,JANAKI INTERNATIONAL MEDICAL CENTRE PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806172,JANATA MEDICAL CENTER PVT_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806182,JASMINE PHARMACY & CLINIC_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806192,K.R MEDICAL CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806202,KAMALAKSCHI CLINIC PVT,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806212,KASHYAP MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806222,KATHMANDU CLINIC,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806232,KATHMANDU HEALTH HOME,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806242,KITI HEALTH CARE CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806252,KOHINOOR MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806262,LALUPATE MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806272,LIFE MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806282,MAHARAJ SWASTHYA CLINIC,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806292,MANDINA MEDICAL CENTER PVT.LTD_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806302,MANJU SHREE MEDICAL CENTRE PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806312,MARCOPOLO MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806322,MARUTI BAL HOSPITAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806332,MEDI-CLINIC PVT LTD _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806342,MEGHA MEDICAL CENTER PVT _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806352,MERIT MULTICARE MEDICAL CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806362,MSC PUTALISADAK_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806372,NAMSTE NEPAL MEDICAL CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806382,NAMUNA MEDICAL CENTRE PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806392,NEPAL CARDIO DIABETES & THYRIOD CENTER_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806402,NEW SAFFAL MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806412,NEW WORLD VIEW MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806422,NINOS BABY WELLNESS CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806432,NS MEDICAL CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806442,OM BUDDHA MEDICAL SERVICE_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806452,PATHIBHARA MEDICAL CENTRE PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806462,PEACE MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806472,PURNIMA MEDICAL CENTER PVT LTD _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806482,PURNIMA PLUS MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806492,RAZAM MEDICAL CENTER PVT._KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806502,RELIANCE MEDICAL & RESEARCH CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806512,RELIF MEDICARE CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806522,RIJAL PUBLIC HEALTH CARE CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806532,RITA HEALTH CARE CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806542,ROAL MEDICAL CENTER_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806552,ROSE INTL MEDICAL SERVICE PVT. LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806562,SAFFAL MEDICAL CENTER_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806572,SAGARMATHA CLINIC & MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806582,SAKSHAM MEDICAL CENTER_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806592,SAMAR MEDICAL HALL PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806602,SAMPRITI MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806612,SAMRAT MEDICAL HALL PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806622,SANJIVANI MEDICAL & RESEARCH CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806632,SEALINK MEDICAL CENTER PVT LTD _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806642,SOORIYA HEALTH CARE PVT.LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806652,SPACE MEDICAL CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806662,SPORTS MEDICINE & RESEARCH CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806672,SUBBA MEDICAL CENTRE _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806682,SUDARSHAN PHARMA CLINIC_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806692,SYRUP MEDICAL CENTER PVT LTD_ GONGABU_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806702,TIWARI MEDICAL CENTER PVT,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806712,TRIBENI MEDICAL CENTER _ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806722,TRISULI MEDICAL & CLINIC PVT LTD _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806732,TRUST MEDICAL CENTER PVT _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806742,UNITED MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806752,UNIVERSAL MEDICAL HEALTH CARE CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806762,WORLD WIDE MEDICAL CENTER_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806772,VINAYAK NURSING HOME,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,Nursing Home
3060806782,DAAN'S CARE NURSING HOME_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,32,,Non-Government,Private Enterprise,Nursing Home
3060806792,ISHAN CHILDREN'S NURSING HOME _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,Nursing Home
3060806802,VALLEY MATERNITY HOSPITAL AND NURSING HOME_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,28,,Non-Government,Private Enterprise,Nursing Home
3060806812,ASIRBAD SASWATH SEWA CLINIC _ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806822,BUDDHA MINIMAL ACCESS INTERNATIONAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806832,DANPHE INTERNATIONAL_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806842,FAMILY HEALTH CARE INT. & RESEARCH CENTRE_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806852,HIMALAYAN HELING CENTRE _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806862,HIS HOLINESS BUDDHA MAITREY TREATEMENT HEALING CENTER _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806872,IE CARE PVT. LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806882,KEN CENTER,KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806892,NATIONAL INSTITUTE OF NEUROLOGICAL & ALLIED SCIENCES _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,11,,Non-Government,Private Enterprise,
3060806902,NATIONAL PARASITE CONTROL AND COM.DIS.CENTRE _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806912,NEPAL JANASWASTHYA KENDRA PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806922,NEPOLIAN HEALTH CARE CENTRE _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806932,NIMS GROUP LTD CLINIC_ KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806942,RELIEF HEALTH CARE PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806952,RESOURCE CENTER FOR PRIMARY HEALTH CARE _KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806962,SHI-GAN HEALTH FOUNDATION PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806972,STEP HEALTH PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806982,THANKOT HOSPICE CENTER PVT LTD_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
3060806992,THE ORTHODONTIC CENTER PVT_KATHMANDU,Bagmati Pradesh,Kathmandu,Kathmandu Metropolitan City,,,Non-Government,Private Enterprise,
